Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-26 04:00:00-05:00,241.62,242.27,240.6,241.77,0,0.0,0.0
2023-01-26 05:00:00-05:00,241.73,241.73,241.12,241.43,0,0.0,0.0
2023-01-26 06:00:00-05:00,241.48,241.9,241.43,241.7,0,0.0,0.0
2023-01-26 07:00:00-05:00,241.7,241.84,241.56,241.62,0,0.0,0.0
2023-01-26 08:00:00-05:00,241.62,242.63,240.009,241.5,0,0.0,0.0
2023-01-26 09:00:00-05:00,241.5,242.19,231.485,241.87,0,0.0,0.0
2023-01-26 09:30:00-05:00,243.64999389648438,246.05999755859375,242.38999938964844,244.88999938964844,8435020,0.0,0.0
2023-01-26 10:30:00-05:00,244.91000366210938,245.13999938964844,242.0,243.8300018310547,4046689,0.0,0.0
2023-01-26 11:30:00-05:00,243.80999755859375,245.71499633789062,243.67999267578125,245.13999938964844,2792785,0.0,0.0
2023-01-26 12:30:00-05:00,245.13999938964844,245.33999633789062,243.33999633789062,244.15989685058594,2558635,0.0,0.0
2023-01-26 13:30:00-05:00,244.16000366210938,245.92999267578125,244.16000366210938,245.89999389648438,2611005,0.0,0.0
2023-01-26 14:30:00-05:00,245.91000366210938,247.2698974609375,245.75,247.0,4007045,0.0,0.0
2023-01-26 15:30:00-05:00,246.97999572753906,248.30999755859375,246.50999450683594,248.02999877929688,4798418,0.0,0.0
2023-01-26 16:00:00-05:00,248.0,263.11713,236.54489,247.63,0,0.0,0.0
2023-01-26 17:00:00-05:00,247.75,248.0,247.3,247.31,0,0.0,0.0
2023-01-26 18:00:00-05:00,247.35,247.69,247.0,247.15,0,0.0,0.0
