Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-09 04:00:00-05:00,88.0,88.68,88.0,88.55,0,0.0,0.0
2023-01-09 05:00:00-05:00,88.56,88.72,88.5,88.58,0,0.0,0.0
2023-01-09 06:00:00-05:00,88.56,88.56,88.27,88.36,0,0.0,0.0
2023-01-09 07:00:00-05:00,88.36,88.6,88.33,88.57,0,0.0,0.0
2023-01-09 08:00:00-05:00,88.6,88.85,88.24,88.79,0,0.0,0.0
2023-01-09 09:00:00-05:00,88.79,88.99,87.43,88.775,0,0.0,0.0
2023-01-09 09:30:00-05:00,89.19499969482422,90.23999786376953,88.94999694824219,89.91210174560547,4909098,0.0,0.0
2023-01-09 10:30:00-05:00,89.91000366210938,90.68499755859375,89.83999633789062,90.56999969482422,2941438,0.0,0.0
2023-01-09 11:30:00-05:00,90.57499694824219,90.68000030517578,90.35759735107422,90.67500305175781,2162096,0.0,0.0
2023-01-09 12:30:00-05:00,90.67500305175781,90.83000183105469,90.3550033569336,90.73500061035156,1945972,0.0,0.0
2023-01-09 13:30:00-05:00,90.73500061035156,90.73999786376953,89.76000213623047,89.80999755859375,1931153,0.0,0.0
2023-01-09 14:30:00-05:00,89.80500030517578,89.82499694824219,88.97000122070312,89.05999755859375,2809523,0.0,0.0
2023-01-09 15:30:00-05:00,89.06500244140625,89.0999984741211,88.58000183105469,88.79000091552734,2685130,0.0,0.0
2023-01-09 16:00:00-05:00,88.78,89.6904,88.57,88.75,0,0.0,0.0
2023-01-09 17:00:00-05:00,88.74,88.76,88.67,88.71,0,0.0,0.0
2023-01-09 18:00:00-05:00,88.7,88.79,88.67,88.7,0,0.0,0.0
2023-01-10 04:00:00-05:00,88.36,88.62,88.36,88.6,0,0.0,0.0
2023-01-10 05:00:00-05:00,88.5,88.79,88.48,88.7,0,0.0,0.0
2023-01-10 06:00:00-05:00,88.69,88.79,88.27,88.31,0,0.0,0.0
2023-01-10 07:00:00-05:00,88.39,88.39,87.92,87.98,0,0.0,0.0
2023-01-10 08:00:00-05:00,87.98,89.87,86.7501,86.85,0,0.0,0.0
2023-01-10 09:00:00-05:00,86.85,89.87,86.56,86.95,0,0.0,0.0
2023-01-10 09:30:00-05:00,86.72000122070312,89.4749984741211,86.69999694824219,88.58000183105469,6884953,0.0,0.0
2023-01-10 10:30:00-05:00,88.58989715576172,89.2699966430664,87.79000091552734,88.84500122070312,2685284,0.0,0.0
2023-01-10 11:30:00-05:00,88.83999633789062,89.08999633789062,88.43000030517578,88.91999816894531,1663358,0.0,0.0
2023-01-10 12:30:00-05:00,88.91000366210938,89.33999633789062,88.8949966430664,89.0999984741211,1462163,0.0,0.0
2023-01-10 13:30:00-05:00,89.0999984741211,89.20999908447266,88.83000183105469,89.05000305175781,1227899,0.0,0.0
2023-01-10 14:30:00-05:00,89.05889892578125,89.16999816894531,88.6500015258789,88.87999725341797,1504022,0.0,0.0
2023-01-10 15:30:00-05:00,88.88009643554688,89.26000213623047,88.86000061035156,89.2300033569336,2058764,0.0,0.0
2023-01-10 16:00:00-05:00,89.24,89.3,89.0,89.26,0,0.0,0.0
2023-01-10 17:00:00-05:00,89.24,89.38,89.21,89.28,0,0.0,0.0
2023-01-10 18:00:00-05:00,89.25,89.3,89.15,89.28,0,0.0,0.0
2023-01-11 04:00:00-05:00,89.4,89.64,89.24,89.59,0,0.0,0.0
2023-01-11 05:00:00-05:00,89.59,89.72,89.55,89.67,0,0.0,0.0
2023-01-11 06:00:00-05:00,89.65,89.66,89.41,89.45,0,0.0,0.0
2023-01-11 07:00:00-05:00,89.43,89.6,89.28,89.34,0,0.0,0.0
2023-01-11 08:00:00-05:00,89.31,89.8085,89.25,89.51,0,0.0,0.0
2023-01-11 09:00:00-05:00,89.58,89.68,89.3,89.575,0,0.0,0.0
2023-01-11 09:30:00-05:00,90.05999755859375,91.2300033569336,89.73999786376953,91.20999908447266,4957288,0.0,0.0
2023-01-11 10:30:00-05:00,91.22000122070312,91.24500274658203,90.31999969482422,91.18499755859375,2282664,0.0,0.0
2023-01-11 11:30:00-05:00,91.17500305175781,91.55000305175781,91.0999984741211,91.51000213623047,1815314,0.0,0.0
2023-01-11 12:30:00-05:00,91.5199966430664,91.83000183105469,91.20999908447266,91.56500244140625,1718051,0.0,0.0
2023-01-11 13:30:00-05:00,91.56500244140625,91.7699966430664,91.32610321044922,91.5022964477539,1394524,0.0,0.0
2023-01-11 14:30:00-05:00,91.5,91.98999786376953,91.44000244140625,91.86750030517578,2886445,0.0,0.0
2023-01-11 15:30:00-05:00,91.86499786376953,92.44999694824219,91.81999969482422,92.23999786376953,3148428,0.0,0.0
2023-01-11 16:00:00-05:00,92.23,92.38,92.17,92.33,0,0.0,0.0
2023-01-11 17:00:00-05:00,92.33,92.4,92.3,92.33,0,0.0,0.0
2023-01-11 18:00:00-05:00,92.37,92.4,92.3,92.35,0,0.0,0.0
2023-01-12 04:00:00-05:00,92.3,92.3,91.98,92.19,0,0.0,0.0
2023-01-12 05:00:00-05:00,92.13,92.46,92.01,92.15,0,0.0,0.0
2023-01-12 06:00:00-05:00,92.15,92.32,92.09,92.32,0,0.0,0.0
2023-01-12 07:00:00-05:00,92.29,92.34,92.15,92.28,0,0.0,0.0
2023-01-12 08:00:00-05:00,92.3,93.0,91.82,91.82,0,0.0,0.0
2023-01-12 09:00:00-05:00,91.82,93.12,90.05,91.94,0,0.0,0.0
2023-01-12 09:30:00-05:00,92.4000015258789,92.62000274658203,90.56999969482422,92.27999877929688,5847744,0.0,0.0
2023-01-12 10:30:00-05:00,92.2750015258789,92.52999877929688,91.2300033569336,91.72989654541016,3468018,0.0,0.0
2023-01-12 11:30:00-05:00,91.7300033569336,92.25,91.43789672851562,92.19999694824219,2445511,0.0,0.0
2023-01-12 12:30:00-05:00,92.19999694824219,92.33999633789062,91.54000091552734,91.62000274658203,2120808,0.0,0.0
2023-01-12 13:30:00-05:00,91.61000061035156,92.41999816894531,91.36000061035156,92.13999938964844,2077956,0.0,0.0
2023-01-12 14:30:00-05:00,92.13999938964844,92.3499984741211,91.80999755859375,91.93000030517578,1591594,0.0,0.0
2023-01-12 15:30:00-05:00,91.93499755859375,92.03500366210938,91.5,91.87999725341797,1939752,0.0,0.0
2023-01-12 16:00:00-05:00,91.89,93.948814,91.72,91.77,0,0.0,0.0
2023-01-12 17:00:00-05:00,91.8,92.1,91.74,91.95,0,0.0,0.0
2023-01-12 18:00:00-05:00,91.95,91.97,91.81,91.905,0,0.0,0.0
2023-01-13 04:00:00-05:00,91.92,92.23,91.71,91.71,0,0.0,0.0
2023-01-13 05:00:00-05:00,91.73,91.99,91.66,91.91,0,0.0,0.0
2023-01-13 06:00:00-05:00,91.92,91.92,91.7,91.75,0,0.0,0.0
2023-01-13 07:00:00-05:00,91.7,91.7,91.21,91.32,0,0.0,0.0
2023-01-13 08:00:00-05:00,91.31,91.9685,90.9004,91.0,0,0.0,0.0
2023-01-13 09:00:00-05:00,90.95,91.19,90.78,91.18,0,0.0,0.0
2023-01-13 09:30:00-05:00,91.52799987792969,91.9000015258789,91.0199966430664,91.75039672851562,3584778,0.0,0.0
2023-01-13 10:30:00-05:00,91.75,91.81999969482422,90.93000030517578,91.41000366210938,2264241,0.0,0.0
2023-01-13 11:30:00-05:00,91.4000015258789,91.80999755859375,91.2750015258789,91.79499816894531,1691480,0.0,0.0
2023-01-13 12:30:00-05:00,91.79499816894531,92.09010314941406,91.68000030517578,91.98999786376953,1740323,0.0,0.0
2023-01-13 13:30:00-05:00,91.9800033569336,92.41000366210938,91.9749984741211,92.3230972290039,1677102,0.0,0.0
2023-01-13 14:30:00-05:00,92.33000183105469,92.73999786376953,92.26499938964844,92.73200225830078,1640279,0.0,0.0
2023-01-13 15:30:00-05:00,92.73500061035156,92.9800033569336,92.58000183105469,92.79000091552734,2950694,0.0,0.0
2023-01-13 16:00:00-05:00,92.79,92.84,92.47,92.68,0,0.0,0.0
2023-01-13 17:00:00-05:00,92.6,92.73,92.47,92.5442,0,0.0,0.0
2023-01-13 18:00:00-05:00,92.56,92.6,92.5,92.57,0,0.0,0.0
