Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-09 04:00:00-05:00,128.99,130.34,128.99,130.2,0,0.0,0.0
2023-01-09 05:00:00-05:00,130.2,130.52,130.13,130.34,0,0.0,0.0
2023-01-09 06:00:00-05:00,130.41,130.42,130.01,130.21,0,0.0,0.0
2023-01-09 07:00:00-05:00,130.2,130.39,130.05,130.2,0,0.0,0.0
2023-01-09 08:00:00-05:00,130.2,130.63,129.66,130.32,0,0.0,0.0
2023-01-09 09:00:00-05:00,130.34,130.5,130.1,130.285,0,0.0,0.0
2023-01-09 09:30:00-05:00,130.46499633789062,132.73500061035156,130.46499633789062,132.56500244140625,18383099,0.0,0.0
2023-01-09 10:30:00-05:00,132.5749969482422,133.41000366210938,132.46359252929688,133.0850067138672,10329185,0.0,0.0
2023-01-09 11:30:00-05:00,133.08999633789062,133.17999267578125,132.57000732421875,132.7449951171875,6642253,0.0,0.0
2023-01-09 12:30:00-05:00,132.74000549316406,132.8300018310547,132.25,132.4949951171875,5968816,0.0,0.0
2023-01-09 13:30:00-05:00,132.4949951171875,132.51010131835938,131.19000244140625,131.4949951171875,8728941,0.0,0.0
2023-01-09 14:30:00-05:00,131.49000549316406,131.5666961669922,130.33999633789062,130.4499969482422,6861497,0.0,0.0
2023-01-09 15:30:00-05:00,130.44500732421875,130.57000732421875,129.88999938964844,130.19000244140625,6115920,0.0,0.0
2023-01-09 16:00:00-05:00,130.19,131.709,130.03,130.1185,0,0.0,0.0
2023-01-09 17:00:00-05:00,130.12,132.44,130.03,130.06,0,0.0,0.0
2023-01-09 18:00:00-05:00,130.055,132.5701,129.94,130.02,0,0.0,0.0
2023-01-10 04:00:00-05:00,130.0,130.36,129.84,130.09,0,0.0,0.0
2023-01-10 05:00:00-05:00,130.13,130.29,130.04,130.2,0,0.0,0.0
2023-01-10 06:00:00-05:00,130.22,130.5,130.01,130.15,0,0.0,0.0
2023-01-10 07:00:00-05:00,130.15,130.18,129.3,129.63,0,0.0,0.0
2023-01-10 08:00:00-05:00,129.61,131.0,129.3,129.69,0,0.0,0.0
2023-01-10 09:00:00-05:00,129.69,130.51,129.5,130.49,0,0.0,0.0
2023-01-10 09:30:00-05:00,129.86000061035156,131.2635955810547,129.3300018310547,129.41000366210938,16552534,0.0,0.0
2023-01-10 10:30:00-05:00,129.4001007080078,129.4001007080078,128.1199951171875,129.02999877929688,10716462,0.0,0.0
2023-01-10 11:30:00-05:00,129.02000427246094,129.24000549316406,128.4499969482422,129.1199951171875,6613647,0.0,0.0
2023-01-10 12:30:00-05:00,129.11000061035156,130.0,129.05169677734375,129.65989685058594,6298095,0.0,0.0
2023-01-10 13:30:00-05:00,129.6501007080078,130.69000244140625,129.57000732421875,130.3612060546875,7107016,0.0,0.0
2023-01-10 14:30:00-05:00,130.3699951171875,130.4199981689453,129.75999450683594,130.14999389648438,5775215,0.0,0.0
2023-01-10 15:30:00-05:00,130.14999389648438,130.75,130.00999450683594,130.75,5478675,0.0,0.0
2023-01-10 16:00:00-05:00,130.75,130.81,130.65,130.705,0,0.0,0.0
2023-01-10 17:00:00-05:00,130.73,130.76,130.695,130.715,0,0.0,0.0
2023-01-10 18:00:00-05:00,130.72,130.76,130.58,130.75,0,0.0,0.0
2023-01-11 04:00:00-05:00,130.95,131.31,130.74,131.21,0,0.0,0.0
2023-01-11 05:00:00-05:00,131.26,131.32,131.05,131.16,0,0.0,0.0
2023-01-11 06:00:00-05:00,131.2,131.2,130.8,130.9,0,0.0,0.0
2023-01-11 07:00:00-05:00,130.95,131.2,130.44,130.64,0,0.0,0.0
2023-01-11 08:00:00-05:00,130.63,131.4585,130.36,131.05,0,0.0,0.0
2023-01-11 09:00:00-05:00,131.0585,131.69,130.87,131.3,0,0.0,0.0
2023-01-11 09:30:00-05:00,131.25,132.1083984375,130.4600067138672,132.02000427246094,16473035,0.0,0.0
2023-01-11 10:30:00-05:00,132.02000427246094,132.07000732421875,131.08999633789062,131.68499755859375,8848759,0.0,0.0
2023-01-11 11:30:00-05:00,131.67999267578125,132.86000061035156,131.47000122070312,132.8000030517578,7425343,0.0,0.0
2023-01-11 12:30:00-05:00,132.8000030517578,133.24000549316406,132.41000366210938,132.8000030517578,6775223,0.0,0.0
2023-01-11 13:30:00-05:00,132.80799865722656,132.875,132.1649932861328,132.40499877929688,5207985,0.0,0.0
2023-01-11 14:30:00-05:00,132.40890502929688,133.05999755859375,132.32000732421875,132.9217987060547,6183876,0.0,0.0
2023-01-11 15:30:00-05:00,132.92999267578125,133.50999450683594,132.66000366210938,133.47999572753906,8493592,0.0,0.0
2023-01-11 16:00:00-05:00,133.48,133.5,128.98,133.38,0,0.0,0.0
2023-01-11 17:00:00-05:00,133.37,133.48,126.40938,133.44,0,0.0,0.0
2023-01-11 18:00:00-05:00,133.44,133.48,132.7501,133.445,0,0.0,0.0
2023-01-12 04:00:00-05:00,133.7,134.0,133.28,133.66,0,0.0,0.0
2023-01-12 05:00:00-05:00,133.66,133.89,133.41,133.62,0,0.0,0.0
2023-01-12 06:00:00-05:00,133.62,133.78,133.4,133.62,0,0.0,0.0
2023-01-12 07:00:00-05:00,133.64,133.83,133.5,133.77,0,0.0,0.0
2023-01-12 08:00:00-05:00,133.77,134.6,133.28,133.29,0,0.0,0.0
2023-01-12 09:00:00-05:00,133.27,134.7,131.5,133.63,0,0.0,0.0
2023-01-12 09:30:00-05:00,133.8800048828125,134.25999450683594,131.44000244140625,132.97030639648438,21050637,0.0,0.0
2023-01-12 10:30:00-05:00,132.97999572753906,133.42999267578125,131.99000549316406,132.4149932861328,8543552,0.0,0.0
2023-01-12 11:30:00-05:00,132.4199981689453,134.0850067138672,132.07000732421875,134.00999450683594,6934494,0.0,0.0
2023-01-12 12:30:00-05:00,134.00999450683594,134.22000122070312,132.75999450683594,132.80999755859375,7706908,0.0,0.0
2023-01-12 13:30:00-05:00,132.8000030517578,134.19000244140625,132.4199981689453,133.19749450683594,7425868,0.0,0.0
2023-01-12 14:30:00-05:00,133.19749450683594,133.55990600585938,132.8300018310547,133.18499755859375,6559278,0.0,0.0
2023-01-12 15:30:00-05:00,133.19000244140625,133.55999755859375,132.77000427246094,133.38999938964844,5739468,0.0,0.0
2023-01-12 16:00:00-05:00,133.385,133.45,133.1,133.22,0,0.0,0.0
2023-01-12 17:00:00-05:00,133.22,133.5,133.17,133.24,0,0.0,0.0
2023-01-12 18:00:00-05:00,133.24,133.8499,132.3801,133.2,0,0.0,0.0
2023-01-13 04:00:00-05:00,133.15,133.76,133.07,133.1,0,0.0,0.0
2023-01-13 05:00:00-05:00,133.06,133.41,133.04,133.27,0,0.0,0.0
2023-01-13 06:00:00-05:00,133.27,133.28,132.93,132.95,0,0.0,0.0
2023-01-13 07:00:00-05:00,132.94,132.95,132.35,132.39,0,0.0,0.0
2023-01-13 08:00:00-05:00,132.41,133.54,132.05,132.2,0,0.0,0.0
2023-01-13 09:00:00-05:00,132.2285,134.005,131.82,132.0,0,0.0,0.0
2023-01-13 09:30:00-05:00,132.02999877929688,133.5500030517578,131.66000366210938,133.50999450683594,14794088,0.0,0.0
2023-01-13 10:30:00-05:00,133.50999450683594,133.97000122070312,132.97000122070312,133.02999877929688,8734602,0.0,0.0
2023-01-13 11:30:00-05:00,133.0399932861328,133.60000610351562,132.7550048828125,133.51010131835938,4899301,0.0,0.0
